พื้นที่ขาย(ตรม.),พื้นที่ Back Room(ตรม.),พื้นที่รวม(ตรม.),จำนวน Opentype 0.9 m,จำนวน Opentype 1.92 m,จำนวนตู้แช่ข้าวกล่องตัว,จำนวนตู้แช่ข้าวกล่องบาน,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep,0.00,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep
178.59,56.17,234.76,1,3,2,0,"14,744","13,557","15,552","15,427","15,483","14,844","14,980","14,429","14,138","15,045","14,912","15,249","15,484","16,824","20,353","16,794","16,137","15,428","15,940","15,517","14,703","15,158","15,078","15,565","15,720","14,526","16,589","17,416","16,480","15,780","16,790","16,549","15,378","16,792","15,700","15,322","15,411","14,226","16,410","15,505","15,276","14,218","14,897","15,065","14,194","14,353","13,843","14,532","14,884","13,227","15,662","14,720","15,910","15,336","15,033","14,879","14,279",0.00,"33,547","30,175","33,351","33,525","27,302","22,431","22,747","22,076","22,684","28,893","31,990","35,044","33,559","31,983","37,672","37,625","25,712","22,492","22,105","23,042","22,837","28,042","29,190","31,778","31,941","31,298","35,351","34,422","27,964","23,186","23,882","23,307","23,349","31,631","31,251","32,801","33,133","27,481","27,382","17,365","16,997","17,506","19,737","21,349","18,008","20,574","20,429","21,519","19,736","17,633","20,553","18,516","18,354","17,545","16,670","16,320","15,791"
110.48,35.57,146.05,2,1,1,0,"10,348","9,263","11,706","11,826","12,184","10,904","10,520","11,378","11,416","11,879","10,640","10,848","10,638","10,075","11,732","11,750","12,449","11,492","11,267","11,162","11,195","12,521","12,106","12,597","11,806","11,411","13,491","14,760","14,732","14,500","14,031","14,257","12,929","13,898","12,213","12,281","13,210","12,148","14,739","13,531","14,652","13,351","14,334","14,078","13,495","12,460","12,933","12,396","11,538","11,421","15,060","14,251","14,547","13,961","14,109","13,825","13,343",0.00,"34,916","30,841","35,268","34,574","36,739","30,845","32,994","35,587","36,840","40,129","37,813","39,300","39,815","35,455","39,160","35,374","38,576","33,019","34,351","35,010","34,898","39,592","38,043","38,741","38,098","35,368","38,565","39,698","35,053","37,730","39,128","39,177","36,817","40,152","38,296","41,156","40,089","38,166","39,343","24,204","26,561","27,097","36,629","36,113","32,268","30,867","28,828","27,928","27,230","24,884","28,983","28,088","29,690","27,419","23,368","19,675","18,623"
179.37,53.39,232.76,0,4,3,0,"21,017","19,814","23,593","23,512","24,651","22,615","22,974","25,820","24,848","24,885","22,284","20,506","20,189","19,700","23,913","23,045","24,756","21,804","21,663","21,686","20,269","21,808","20,695","20,388","19,799","19,706","23,040","25,178","26,704","22,288","23,163","23,226","21,311","23,017","20,286","18,962","20,888","20,195","23,408","19,937","20,288","18,895","21,509","21,294","20,406","18,591","18,225","17,468","15,867","15,862","19,840","18,641","19,758","20,073","19,900","20,001","17,751",0.00,"92,756","89,471","97,082","85,812","70,214","50,160","52,892","87,636","90,248","84,591","85,574","56,435","73,050","77,255","90,458","74,929","80,958","45,402","49,208","79,064","81,566","82,119","83,078","54,267","72,300","73,273","83,430","74,962","81,827","48,313","78,795","86,687","87,696","86,381","69,829","72,338","81,582","74,800","72,206","26,598","22,661","30,390","62,370","62,758","62,131","61,366","52,185","58,151","42,195","41,902","48,284","30,558","29,396","32,404","36,553","34,691","29,724"
185.82,36.82,222.64,1,3,2,0,"15,832","14,393","17,758","18,286","19,735","18,507","18,122","18,725","17,840","17,135","14,860","14,972","14,545","13,677","16,269","16,575","15,742","16,137","16,541","15,879","14,965","15,335","13,658","14,309","13,327","12,935","14,951","15,624","14,869","14,106","14,178","14,886","13,882","14,436","13,056","13,553","13,435","12,194","16,537","15,411","16,402","14,611","15,048","15,105","14,559","14,321","14,111","13,951","12,673","12,420","14,727","14,536","15,070","15,104","14,394","14,368","12,636",0.00,"36,788","33,601","40,207","39,353","38,157","38,502","38,099","39,011","38,113","37,355","36,014","36,472","37,834","32,401","37,049","34,636","35,957","36,264","36,652","35,599","33,616","36,143","33,811","34,485","32,463","29,910","35,046","35,642","34,897","33,813","33,593","33,070","31,379","32,815","31,658","31,042","29,933","27,836","29,423","25,958","24,818","23,442","23,655","24,203","24,563","25,381","24,997","25,707","22,683","21,875","26,433","24,135","26,811","26,374","23,792","23,417","21,237"
153.09,63.83,216.92,2,4,2,0,"13,968","13,288","16,430","16,714","16,592","15,365","14,726","15,173","14,505","14,144","12,903","13,083","13,070","12,464","15,384","15,693","15,367","15,302","15,360","15,164","14,572","15,485","14,496","14,911","13,988","14,466","16,211","17,880","17,639","16,047","15,572","14,999","14,460","15,919","13,901","13,391","13,985","12,949","15,738","14,764","16,278","14,741","15,877","15,398","14,290","13,048","5,978","7,037","13,867","14,526","18,091","17,976","19,106","18,026","17,376","17,321","15,386",0.00,"36,388","31,547","40,222","39,470","37,106","36,573","35,045","33,840","35,390","35,785","32,973","36,810","35,693","33,273","40,123","37,321","29,686","33,651","37,118","34,937","33,812","37,087","35,422","38,502","36,878","35,750","40,024","39,738","38,907","37,190","38,430","39,331","38,086","39,646","37,310","38,583","37,949","34,617","36,756","29,812","29,620","30,956","31,438","30,820","28,838","28,835","8,776","14,004","26,374","25,777","27,969","27,223","29,668","23,140","24,044","23,682","23,978"
149.88,35.03,184.91,1,3,2,2,"13,886","13,051","15,438","15,613","16,266","15,609","15,980","16,877","16,758","16,241","14,787","14,643","15,233","15,296","18,449","18,354","18,804","18,380","18,496","18,309","17,605","19,292","17,694","17,377","16,142","15,805","17,674","18,219","18,116","17,476","17,788","17,077","15,960","17,303","15,585","15,720","16,803","15,331","17,152","16,810","17,884","15,889","9,001","8,604","13,070","12,172","12,043","11,424","11,725","12,272","14,668","14,257","14,871","13,646","13,636","12,934","11,074",0.00,"31,949","28,855","34,067","34,985","33,225","31,965","32,978","33,037","33,109","32,691","36,041","31,594","31,036","28,622","34,690","34,157","34,136","32,302","33,551","32,617","32,003","33,748","33,122","33,899","32,852","30,038","34,889","34,578","34,099","33,162","33,464","32,924","31,974","33,648","32,259","31,930","31,926","29,884","32,381","26,353","27,039","26,421","10,818","15,268","25,785","25,492","24,851","26,553","25,327","22,899","24,464","25,184","24,291","21,441","21,099","16,933","15,401"
137.03,37.93,174.96,0,4,2,0,"16,761","15,340","18,498","19,118","18,154","16,149","16,060","17,092","16,507","16,924","16,034","14,974","14,855","14,062","17,050","17,604","17,630","16,702","16,599","16,527","15,926","17,519","15,932","16,295","16,117","15,486","18,432","19,563","19,112","17,967","17,694","16,737","15,858","16,947","15,429","14,505","15,879","14,920","18,275","16,126","16,925","16,821","17,625","16,790","16,586","15,272","15,234","14,498","13,413","13,271","18,522","17,633","3,902","13,266","13,575","12,951","11,317",0.00,"43,756","37,907","46,549","47,306","41,554","41,469","42,760","42,822","43,633","47,527","42,524","45,061","44,134","40,446","47,048","46,003","42,946","41,821","43,487","42,337","40,822","44,564","41,364","43,721","42,263","39,813","49,969","46,197","43,702","42,509","43,898","41,429","40,316","43,487","40,099","41,162","42,462","39,374","37,937","18,275","21,967","27,877","35,420","34,086","34,330","35,176","34,786","34,314","26,640","27,581","33,574","26,783","1,860","19,367","19,428","19,660","21,274"
130.7,45,175.7,1,3,1,0,"14,705","13,573","14,842","14,078","14,551","14,540","13,706","14,208","13,360","13,192","11,596","11,328","11,058","10,426","12,643","12,748","13,448","13,205","13,811","13,405","12,442","12,606","12,238","12,899","12,439","11,955","13,919","13,974","14,504","13,727","14,107","14,048","13,111","13,134","12,452","12,308","12,800","11,834","14,191","13,555","14,991","12,806","13,148","12,709","11,787","11,358","11,380","11,249","10,632","9,800","10,686","10,317","11,126","11,006","10,737","11,125","10,317",0.00,"24,054","21,323","24,816","25,124","24,003","23,557","23,713","23,467","23,137","23,799","21,689","22,962","21,775","20,472","24,103","23,811","23,502","22,505","22,124","21,889","21,112","22,712","21,986","23,045","22,329","20,800","24,448","25,254","25,266","23,768","24,366","23,615","23,002","23,625","24,312","25,861","26,538","24,434","25,608","19,148","21,698","21,345","22,985","21,646","20,374","19,761","17,946","18,042","16,186","15,434","17,318","17,049","18,028","17,223","15,775","15,888","14,544"
177.9,54.33,232.23,1,4,2,2,"15,026","13,410","15,682","15,299","15,653","15,095","14,668","15,327","14,977","15,033","14,293","14,460","14,523","12,754","15,774","16,094","16,701","17,216","17,100","16,433","15,227","16,310","15,506","15,899","15,276","14,560","16,394","16,997","17,376","15,252","14,621","14,450","13,679","15,464","14,017","13,725","14,218","13,466","15,418","15,464","16,497","15,064","15,404","15,328","14,757","14,581","14,282","14,185","13,458","13,083","15,607","14,949","15,453","15,258","14,336","13,976","12,600",0.00,"24,532","23,213","26,898","27,201","26,582","26,869","27,304","27,830","27,462","27,630","26,280","26,829","26,120","24,423","29,536","29,390","34,301","38,118","32,087","29,704","27,500","29,221","27,233","29,247","28,632","26,074","30,155","29,344","31,276","30,169","29,997","28,880","28,116","29,780","27,829","28,279","28,103","28,376","29,461","23,710","23,900","21,359","23,072","22,988","22,367","22,618","22,663","24,295","21,493","22,376","26,557","23,933","25,729","24,967","22,536","21,293","20,201"
127.79,70.46,198.25,1,2,2,0,"12,481","11,600","14,526","15,369","15,200","14,266","14,305","14,389","14,669","13,899","13,072","12,250","12,497","11,996","14,653","15,221","15,957","14,963","14,738","14,638","15,033","15,783","13,935","13,745","13,316","8,248","12,212","14,625","15,481","13,429","13,414","12,547","12,195","12,617","11,293","10,271","10,962","10,744","11,951","14,159","14,785","14,457","15,361","13,950","13,319","13,121","11,519","10,642","10,599","10,249","13,390","13,706","13,477","13,376","13,267","13,552","12,366",0.00,"27,812","26,379","31,111","32,264","33,749","34,262","33,997","32,777","32,436","27,318","29,320","29,162","28,943","27,830","25,938","27,129","24,891","30,596","34,081","34,121","34,271","35,694","27,992","31,693","31,034","29,492","35,812","30,148","29,882","34,616","36,717","34,603","34,836","33,814","29,778","31,563","31,626","30,775","35,715","23,800","25,391","26,744","31,704","30,529","28,859","30,244","25,966","28,187","26,987","24,596","28,050","24,960","24,764","28,637","27,722","27,611","29,609"
207.35,123.61,330.96,1,4,3,0,"16,639","15,044","18,413","18,985","19,211","18,462","20,771","21,274","19,146","17,774","15,697","15,793","16,296","14,700","17,618","17,650","17,680","16,961","17,347","16,845","16,291","17,458","16,076","16,830","16,733","16,365","19,167","19,576","20,136","18,489","18,756","17,875","16,610","18,156","16,799","16,770","18,168","17,212","20,788","19,302","20,947","19,567","20,099","19,531","18,303","17,642","17,202","15,820","14,542","14,725","19,370","18,826","19,736","19,131","18,975","17,895","14,640",0.00,"39,154","34,617","41,332","40,877","40,594","42,060","39,380","39,343","39,487","40,558","40,505","43,020","41,262","37,671","44,642","43,570","43,266","42,460","44,437","41,915","42,932","45,421","43,310","46,464","43,511","41,460","47,324","45,809","48,128","45,198","46,688","44,969","43,191","46,597","45,096","46,589","44,165","42,981","45,178","34,917","37,757","36,822","38,051","36,118","34,809","34,959","33,515","35,262","32,585","30,336","34,299","33,079","33,999","34,748","32,079","30,968","27,705"
176.89,50.68,227.57,0,4,2,0,"13,940","13,590","15,848","15,381","15,908","15,649","15,785","16,306","15,125","15,095","14,104","14,109","14,435","13,594","16,439","16,399","15,981","15,205","16,094","15,219","14,592","15,559","14,825","15,589","15,122","14,581","16,522","17,356","17,362","16,066","15,990","15,152","14,714","6,606","10,772","12,565","14,342","12,959","14,037","13,445","15,660","13,487","13,333","13,390","12,696","11,711","11,890","11,532","10,895","10,851","13,178","13,400","14,138","13,720","13,022","13,287","11,560",0.00,"42,665","40,904","44,720","42,489","37,980","36,890","38,192","37,647","36,824","40,675","43,328","48,301","50,932","44,907","48,123","43,017","38,086","34,986","36,793","34,388","33,814","36,846","38,287","43,465","46,262","40,367","42,702","38,572","34,388","32,576","33,145","31,378","30,642","7,571","26,536","39,610","47,000","43,700","35,481","20,942","21,023","19,416","20,378","18,474","18,395","19,704","19,093","20,773","17,913","17,898","20,396","22,045","21,873","21,134","19,552","18,099","17,178"
126.58,13.06,139.64,0,3,2,0,"14,131","14,474","13,725","16,364","16,258","15,395","15,141","15,417","15,892","15,204","15,337","14,674","13,443","14,038","13,403","15,592","15,475","16,243","15,200","15,296","14,967","14,534","15,605","15,394","14,698","15,314","14,964","16,886","17,889","17,442","16,073","16,815","15,919","15,701","17,339","15,730","14,921","16,179","15,502","17,955","16,814","17,430","16,342","16,907","17,853","16,545","15,349","15,168","15,082","15,388","14,295","17,140","15,796","17,731","16,781","16,475","16,965",0.00,"56,493","52,673","62,436","55,570","53,630","53,752","48,102","47,206","45,470","45,688","43,697","44,040","43,161","38,513","44,541","40,332","44,890","41,130","40,371","39,315","41,865","45,659","45,730","45,594","45,615","44,139","51,411","49,062","51,229","50,037","50,733","50,592","48,193","52,470","51,044","50,813","52,005","49,043","52,141","41,983","43,451","41,294","42,496","42,469","42,133","42,874","42,936","43,432","40,522","37,380","42,389","39,480","37,860","36,938","36,550","35,571","32,062"
107.58,23.3,130.88,0,2,2,2,"11,040","10,088","12,400","12,283","12,137","11,588","11,325","12,416","14,185","13,692","12,057","12,003","12,484","11,887","13,367","13,592","14,251","13,268","13,578","13,495","13,544","14,517","13,359","13,664","12,974","12,876","15,599","16,501","16,893","15,409","15,424","15,395","14,997","15,963","14,571","14,054","10,475","8,288","16,669","15,936","17,743","16,392","16,500","15,566","14,757","13,668","14,019","13,643","12,889","12,638","16,060","16,709","17,476","16,841","15,597","15,592","14,063",0.00,"27,779","25,707","29,334","29,870","28,054","26,599","26,517","27,640","27,903","28,038","26,650","27,770","28,358","25,992","29,218","27,952","28,165","27,307","28,575","27,015","26,787","28,584","26,838","27,748","26,633","26,465","29,657","30,083","29,305","27,333","27,749","27,808","28,349","30,091","28,607","29,908","17,232","17,288","37,594","30,050","37,301","37,323","36,816","35,989","33,895","36,618","36,939","37,731","32,959","31,071","34,580","33,240","30,488","29,524","24,503","27,633","26,276"
105.03,28.37,133.4,1,3,2,2,"13,533","13,021","12,425","14,080","13,766","14,005","13,412","14,123","14,390","12,651","13,361","12,605","11,946","12,568","12,279","14,169","10,902","17,146","13,436","13,810","13,234","13,428","13,335","13,026","13,500","13,403","12,617","15,558","16,028","15,506","14,613","14,412","14,311","14,225","14,480","12,500","13,982","14,056","13,477","15,220","15,223","14,628","13,621","13,320","12,950","11,401","11,826","11,013","10,953","11,565","11,013","12,643","12,366","12,501","11,790","11,983","11,590",0.00,"38,091","34,669","41,670","42,374","41,513","39,840","39,551","37,831","39,119","41,044","36,964","39,334","37,547","34,168","40,906","39,814","39,476","36,832","40,576","39,356","38,245","41,272","37,981","39,967","38,243","36,408","40,993","41,325","41,864","38,511","38,024","36,460","36,443","39,441","37,475","38,450","37,649","35,591","39,388","34,792","35,354","32,268","33,221","32,814","30,016","31,294","29,243","30,369","30,215","26,842","29,703","29,628","30,638","29,036","27,710","24,391","22,727"
219.85,87.85,307.7,1,3,3,3,"18,622","17,101","21,640","21,934","21,821","20,359","20,657","21,926","19,888","20,574","19,007","18,789","19,166","17,823","21,721","21,639","22,222","21,361","21,191","20,460","20,031","21,511","19,830","20,724","19,795","20,023","22,016","23,930","24,984","22,884","22,401","20,020","19,014","21,337","19,794","19,544","21,702","19,827","23,672","23,535","24,954","22,982","23,665","21,904","21,197","18,731","19,045","18,560","17,472","17,334","22,842","21,911","23,184","23,050","22,090","22,012","19,413",0.00,"39,081","35,244","40,776","40,270","39,547","39,887","41,010","41,140","39,588","40,583","40,553","41,186","40,018","36,900","42,891","41,215","42,289","41,219","40,563","38,266","38,166","40,531","38,784","39,446","37,119","34,722","35,035","38,520","39,354","37,937","39,314","36,571","36,218","38,786","38,360","39,450","37,818","35,771","39,748","31,113","32,584","31,199","34,602","32,481","32,512","37,576","35,400","32,349","30,431","28,765","33,667","32,078","30,932","33,274","29,994","27,661","22,891"
